link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,notes
6943,,1225509449,3624,611,1,"LINESTRING (-111.9522733 33.4123575, -111.9522659 33.4123388, -111.9522634 33.4120516)",1,34.13,footway,10,,,,walk,
6944,,1225509449,3632,3624,1,"LINESTRING (-111.9533185 33.4121407, -111.9532916 33.412169, -111.9529076 33.4123547, -111.9528435 33.4123691, -111.9527923 33.4123743, -111.9523084 33.4123732, -111.9522733 33.4123575)",1,104.77,footway,10,,,,walk,
6945,,1225509449,616,3632,1,"LINESTRING (-111.953146 33.4118724, -111.9533057 33.4121017, -111.9533185 33.4121407)",1,33.99,footway,10,,,,walk,
6946,,1225509449,614,616,1,"LINESTRING (-111.9532454 33.4118242, -111.9531882 33.4117459, -111.9531712 33.4117069, -111.9531471 33.4116585, -111.9531471 33.4116053, -111.9531599 33.4115663, -111.9531896 33.4115426, -111.9532533 33.4115142, -111.9532859 33.4114634, -111.9532901 33.4114185, -111.9532802 33.4113712, -111.9532377 33.4113346, -111.9531754 33.4113121, -111.9531103 33.411318, -111.9530522 33.4113428, -111.9530367 33.41137, -111.9530367 33.4116715, -111.9530565 33.4117377, -111.9530876 33.4117908, -111.953146 33.4118724)",1,144.03,footway,10,,,,walk,
6947,,1225509449,3633,614,1,"LINESTRING (-111.9534454 33.4120846, -111.9534275 33.4120793, -111.9532454 33.4118242)",1,34.78,footway,10,,,,walk,
6948,,1225509449,1167,3633,1,"LINESTRING (-111.9539203 33.411022, -111.9539302 33.4110987, -111.9539452 33.4111537, -111.9539673 33.4111953, -111.9541139 33.4114034, -111.9542817 33.4116508, -111.9542822 33.4116813, -111.9542601 33.4117039, -111.9534698 33.4120864, -111.9534454 33.4120846)",1,172.07,footway,10,,,,walk,
6949,,1225509449,3631,1167,1,"LINESTRING (-111.9523014 33.4083324, -111.9526646 33.4083388, -111.9527698 33.4083435, -111.9529087 33.4083646, -111.9531107 33.408402, -111.9531303 33.4084161, -111.9531429 33.4084348, -111.9530582 33.4087117, -111.9530209 33.4088259, -111.9529984 33.4088563, -111.9529676 33.4088903, -111.9529676 33.4089348, -111.9529956 33.408977, -111.9530335 33.408998, -111.953091 33.4090015, -111.9531331 33.4089875, -111.9531752 33.4089477, -111.9531724 33.4089044, -111.9531555 33.4088505, -111.9531471 33.4088025, -111.9531695 33.4087347, -111.9532495 33.4084653, -111.9532607 33.408443, -111.9532889 33.408442, -111.9535534 33.4084999, -111.9536006 33.4085134, -111.9536549 33.4085352, -111.9537062 33.4085637, -111.9537605 33.4086057, -111.9538028 33.4086494, -111.953846 33.4087039, -111.9538762 33.4087535, -111.9539013 33.4088223, -111.9539054 33.408876, -111.9539094 33.4096753, -111.9539235 33.4097223, -111.9539456 33.4097802, -111.9539637 33.4098491, -111.9539617 33.4099112, -111.9539466 33.4099683, -111.9539114 33.410074, -111.9539158 33.4107994, -111.9539203 33.411022)",1,546.42,footway,10,,,,walk,
6950,,1225509449,611,1165,1,"LINESTRING (-111.9522634 33.4120516, -111.9522542 33.4097317, -111.9522755 33.4097018, -111.9523122 33.4096963, -111.9526382 33.4097006)",1,295.55,footway,10,,,,walk,
6951,,1225509450,608,618,1,"LINESTRING (-111.9508345 33.4110309, -111.9508324 33.4116744, -111.9508072 33.4117394, -111.9507653 33.4118075, -111.9507152 33.4118498)",1,94.28,footway,10,,,,walk,
6952,,1225509450,618,3634,1,"LINESTRING (-111.9507152 33.4118498, -111.9506439 33.4119109, -111.9504805 33.4120442, -111.9504365 33.4120541)",1,34.92,footway,10,,,,walk,
6953,,1225509450,3634,3635,1,"LINESTRING (-111.9504365 33.4120541, -111.9504071 33.4120421, -111.9499202 33.411628, -111.9499051 33.4116019, -111.949913 33.4115697, -111.9499293 33.4115473, -111.9499666 33.4115358, -111.9500045 33.4115167, -111.9500261 33.4114927, -111.9500385 33.411448, -111.9500339 33.411406, -111.9500104 33.4113705, -111.9499725 33.4113509, -111.9499228 33.41134, -111.9498764 33.4113465, -111.9498346 33.4113645, -111.949811 33.4113978, -111.9497901 33.4114333, -111.9497483 33.4114507, -111.949713 33.4114502, -111.9496777 33.4114267, -111.9496306 33.4113967, -111.9495796 33.4113673, -111.9495202 33.4113492, -111.9494751 33.4113356, -111.9494104 33.4113252, -111.9490698 33.4113242, -111.9490019 33.4113351, -111.948945 33.4113514, -111.9488829 33.411382, -111.9488241 33.4114164, -111.9485496 33.4116488, -111.9484659 33.4116919, -111.9483809 33.4117093, -111.9483077 33.4117104, -111.9479927 33.4117093, -111.9479626 33.4116941)",1,318.43,footway,10,,,,walk,
6954,,1225509450,3635,621,1,"LINESTRING (-111.9479626 33.4116941, -111.947945 33.4116711, -111.947943 33.4113874)",1,34.58,footway,10,,,,walk,
6955,,1225509450,3636,3637,1,"LINESTRING (-111.9480846 33.408344, -111.9487595 33.4083488, -111.9499217 33.4083545, -111.9499433 33.4083605, -111.9499512 33.4083787, -111.9499548 33.4096367, -111.9499561 33.4100872, -111.9500625 33.4100872, -111.9500681 33.4099183, -111.9500705 33.4098897)",1,396.62,footway,10,,,,walk,
6956,,1225509450,3638,608,1,"LINESTRING (-111.9508167 33.4098866, -111.9508268 33.4099034, -111.9508264 33.4107876, -111.9508345 33.4110309)",1,127.47,footway,10,,,,walk,
6957,,1225509450,621,606,1,"LINESTRING (-111.947943 33.4113874, -111.9479441 33.4109926)",1,43.90,footway,10,,,,walk,
6958,,1225509450,3639,3640,1,"LINESTRING (-111.9479638 33.4104953, -111.9479416 33.4104664, -111.9479373 33.4101534)",1,38.62,footway,10,,,,walk,
6959,,1225509450,3641,3639,1,"LINESTRING (-111.9479636 33.410622, -111.9479996 33.410607, -111.9492367 33.4106158, -111.9492754 33.410619, -111.9493057 33.4106336, -111.9493483 33.4106589, -111.9493969 33.4106672, -111.9494493 33.4106621, -111.9494736 33.4106456, -111.9494856 33.4106394, -111.94951 33.4106063, -111.9495168 33.4105658, -111.949513 33.4105227, -111.949488 33.4104986, -111.9494538 33.4104707, -111.9493984 33.4104574, -111.9493468 33.4104707, -111.9492974 33.4104979, -111.9492678 33.4105119, -111.9492124 33.4105163, -111.9479937 33.4105081, -111.9479638 33.4104953)",1,306.07,footway,10,,,,walk,
6960,,1225509450,606,3641,1,"LINESTRING (-111.9479441 33.4109926, -111.9479391 33.4106624, -111.9479488 33.4106381, -111.9479636 33.410622)",1,41.82,footway,10,,,,walk,
6961,,1225509450,3637,3638,1,"LINESTRING (-111.9500705 33.4098897, -111.9500931 33.4098778, -111.9506696 33.4098823, -111.9507944 33.4098805, -111.9508167 33.4098866)",1,69.76,footway,10,,,,walk,
6962,,1225509451,3621,3617,1,"LINESTRING (-111.9520936 33.4124716, -111.9508995 33.4124672, -111.9508338 33.4124567, -111.9507831 33.412445, -111.9507247 33.4124232, -111.9506714 33.4123949)",1,133.73,footway,10,,,,walk,
6963,South Hardy Drive,1225519396,629,3620,1,"LINESTRING (-111.9521779 33.4127938, -111.9521758 33.4124881, -111.9521758 33.4124737)",1,35.59,tertiary,5,48,1,,bike;walk,
6964,South Hardy Drive,1225519396,3620,320,1,"LINESTRING (-111.9521758 33.4124737, -111.9521774 33.412454, -111.9521808 33.4124231)",1,5.65,tertiary,5,48,1,,bike;walk,
6965,South Hardy Drive,1225519396,320,3622,1,"LINESTRING (-111.9521808 33.4124231, -111.9521851 33.4123919, -111.9521861 33.4123582)",1,7.24,tertiary,5,48,1,,bike;walk,
6966,South Hardy Drive,1225519396,3622,612,1,"LINESTRING (-111.9521861 33.4123582, -111.9521891 33.4122252, -111.9521808 33.4120516)",1,34.11,tertiary,5,48,1,,bike;walk,
6967,South Hardy Drive,1225519396,612,3642,1,"LINESTRING (-111.9521808 33.4120516, -111.9521796 33.4119319)",1,13.31,tertiary,5,48,1,,bike;walk,
6968,South Hardy Drive,1225519396,2809,87,1,"LINESTRING (-111.9521865 33.4141178, -111.952184 33.4138269)",1,32.35,tertiary,5,48,1,,bike;walk,
6969,South Hardy Drive,1225519396,87,635,1,"LINESTRING (-111.952184 33.4138269, -111.9521817 33.4135402)",1,31.88,tertiary,5,48,1,,bike;walk,
6970,South Hardy Drive,1225519396,635,3603,1,"LINESTRING (-111.9521817 33.4135402, -111.9521802 33.4132481)",1,32.48,tertiary,5,48,1,,bike;walk,
6971,South Hardy Drive,1225519396,3603,117,1,"LINESTRING (-111.9521802 33.4132481, -111.95218 33.4131649)",1,9.25,tertiary,5,48,1,,bike;walk,
6972,South Hardy Drive,1225519396,117,3611,1,"LINESTRING (-111.95218 33.4131649, -111.9521793 33.4130823)",1,9.18,tertiary,5,48,1,,bike;walk,
6973,South Hardy Drive,1225519396,3611,629,1,"LINESTRING (-111.9521793 33.4130823, -111.9521779 33.4127938)",1,32.08,tertiary,5,48,1,,bike;walk,
6974,South Hardy Drive,1225519396,629,3611,1,"LINESTRING (-111.9521779 33.4127938, -111.9521793 33.4130823)",1,32.08,tertiary,5,48,1,,bike;walk,
6975,South Hardy Drive,1225519396,87,2809,1,"LINESTRING (-111.952184 33.4138269, -111.9521865 33.4141178)",1,32.35,tertiary,5,48,1,,bike;walk,
6976,South Hardy Drive,1225519396,3611,117,1,"LINESTRING (-111.9521793 33.4130823, -111.95218 33.4131649)",1,9.18,tertiary,5,48,1,,bike;walk,
6977,South Hardy Drive,1225519396,635,87,1,"LINESTRING (-111.9521817 33.4135402, -111.952184 33.4138269)",1,31.88,tertiary,5,48,1,,bike;walk,
6978,South Hardy Drive,1225519396,320,3620,1,"LINESTRING (-111.9521808 33.4124231, -111.9521774 33.412454, -111.9521758 33.4124737)",1,5.65,tertiary,5,48,1,,bike;walk,
6979,South Hardy Drive,1225519396,3603,635,1,"LINESTRING (-111.9521802 33.4132481, -111.9521817 33.4135402)",1,32.48,tertiary,5,48,1,,bike;walk,
6980,South Hardy Drive,1225519396,117,3603,1,"LINESTRING (-111.95218 33.4131649, -111.9521802 33.4132481)",1,9.25,tertiary,5,48,1,,bike;walk,
6981,South Hardy Drive,1225519396,3642,612,1,"LINESTRING (-111.9521796 33.4119319, -111.9521808 33.4120516)",1,13.31,tertiary,5,48,1,,bike;walk,
6982,South Hardy Drive,1225519396,3622,320,1,"LINESTRING (-111.9521861 33.4123582, -111.9521851 33.4123919, -111.9521808 33.4124231)",1,7.24,tertiary,5,48,1,,bike;walk,
6983,South Hardy Drive,1225519396,612,3622,1,"LINESTRING (-111.9521808 33.4120516, -111.9521891 33.4122252, -111.9521861 33.4123582)",1,34.11,tertiary,5,48,1,,bike;walk,
6984,South Hardy Drive,1225519396,3620,629,1,"LINESTRING (-111.9521758 33.4124737, -111.9521758 33.4124881, -111.9521779 33.4127938)",1,35.59,tertiary,5,48,1,,bike;walk,
6985,South Hardy Drive,1225519397,3642,1444,1,"LINESTRING (-111.9521796 33.4119319, -111.9522128 33.4119097, -111.952209 33.4117935, -111.952179 33.4117794)",1,20.07,tertiary,5,48,1,,bike;walk,
6986,South Hardy Drive,1225519398,1444,3642,1,"LINESTRING (-111.952179 33.4117794, -111.952149 33.4117913, -111.9521516 33.4119067, -111.9521796 33.4119319)",1,19.74,tertiary,5,48,1,,bike;walk,
6987,,1226033285,3632,346,1,"LINESTRING (-111.9533185 33.4121407, -111.9533813 33.4121128)",1,6.60,footway,10,,,,walk,
6988,,1226033285,346,3633,1,"LINESTRING (-111.9533813 33.4121128, -111.9534454 33.4120846)",1,6.73,footway,10,,,,walk,
6989,,1226034741,3498,14,1,"LINESTRING (-111.9498764 33.4128074, -111.9498299 33.412763)",1,6.56,footway,10,,,,walk,
6990,,1226034741,14,3500,1,"LINESTRING (-111.9498299 33.412763, -111.9497782 33.4127135)",1,7.30,footway,10,,,,walk,
6991,,1226034742,3618,116,1,"LINESTRING (-111.949349 33.4121784, -111.9492914 33.4122263)",1,7.55,footway,10,,,,walk,
6992,,1226034742,116,3502,1,"LINESTRING (-111.9492914 33.4122263, -111.949244 33.4122657)",1,6.21,footway,10,,,,walk,
6993,,1226034743,449,3643,1,"LINESTRING (-111.9498244 33.4116977, -111.9497694 33.4116484)",1,7.49,footway,10,,,,walk,
6994,,1226034743,3616,449,1,"LINESTRING (-111.949873 33.4117412, -111.9498244 33.4116977)",1,6.61,footway,10,,,,walk,
6995,,1226034744,3644,623,1,"LINESTRING (-111.9479563 33.41243, -111.9479453 33.4124092, -111.9479447 33.41213)",1,33.57,footway,10,,,,walk,
6996,,1226034744,3645,3643,1,"LINESTRING (-111.9479548 33.4118209, -111.9479914 33.4118038, -111.9483605 33.4118052, -111.9484258 33.4117955, -111.9485033 33.4117756, -111.9485619 33.4117507, -111.9486239 33.4117142, -111.9489361 33.4114666, -111.9489892 33.4114407, -111.9490634 33.4114204, -111.9491276 33.4114144, -111.9493927 33.4114194, -111.9494535 33.4114268, -111.9495072 33.411443, -111.9495781 33.4114776, -111.9497596 33.4116282, -111.9497694 33.4116484)",1,193.32,footway,10,,,,walk,
6997,,1226034744,3643,626,1,"LINESTRING (-111.9497694 33.4116484, -111.9497661 33.4116779, -111.9495151 33.4118892)",1,36.38,footway,10,,,,walk,
6998,,1226034744,626,3644,1,"LINESTRING (-111.9495151 33.4118892, -111.9489083 33.4123894, -111.948864 33.4124162, -111.9487965 33.4124406, -111.9487212 33.4124517, -111.9479918 33.4124508, -111.9479563 33.41243)",1,169.89,footway,10,,,,walk,
6999,,1226034744,623,3645,1,"LINESTRING (-111.9479447 33.41213, -111.9479427 33.4118421, -111.9479548 33.4118209)",1,34.62,footway,10,,,,walk,
7000,,1226034745,3625,6,1,"LINESTRING (-111.9505454 33.4121377, -111.9504949 33.4120989)",1,6.37,footway,10,,,,walk,
7001,,1226034745,6,3634,1,"LINESTRING (-111.9504949 33.4120989, -111.9504365 33.4120541)",1,7.36,footway,10,,,,walk,
7002,,1226034746,315,3635,1,"LINESTRING (-111.9479588 33.4117564, -111.9479626 33.4116941)",1,6.94,footway,10,,,,walk,
7003,,1226034746,3645,315,1,"LINESTRING (-111.9479548 33.4118209, -111.9479588 33.4117564)",1,7.18,footway,10,,,,walk,
7004,,1226034747,3501,446,1,"LINESTRING (-111.9479573 33.4125704, -111.9479568 33.4124994)",1,7.89,footway,10,,,,walk,
7005,,1226034747,446,3644,1,"LINESTRING (-111.9479568 33.4124994, -111.9479563 33.41243)",1,7.72,footway,10,,,,walk,
7006,,1226035636,3646,3647,1,"LINESTRING (-111.9477892 33.4127392, -111.9477846 33.4125627, -111.947763 33.4125318, -111.9477321 33.4125221, -111.9473145 33.4125176)",1,65.44,footway,10,,,,walk,
7007,,1226044337,2454,3648,1,"LINESTRING (-111.9401636 33.4128857, -111.9402249 33.4128338, -111.9402195 33.412585, -111.9401624 33.4125839, -111.9401657 33.412532, -111.9401698 33.4125124, -111.9401889 33.4124855, -111.9402202 33.4124459, -111.9402151 33.4122092, -111.9401903 33.4121907, -111.9401782 33.4121655, -111.9401788 33.4121245, -111.9401936 33.4121029, -111.9402118 33.4120872, -111.9402212 33.4120808, -111.9402393 33.411659, -111.9403008 33.4116231, -111.9404597 33.4116503, -111.9404795 33.4116713, -111.9407325 33.4117092, -111.9407336 33.4119173)",1,220.05,footway,10,,,,walk,
7008,,1226044337,3423,2454,1,"LINESTRING (-111.9399966 33.4129533, -111.9400364 33.4129915, -111.9401636 33.4128857)",1,22.30,footway,10,,,,walk,
7009,,1227042350,3649,356,1,"LINESTRING (-111.9381922 33.4206313, -111.9381335 33.4206326)",1,5.45,footway,10,,,,walk,
7010,,1227042350,356,3650,1,"LINESTRING (-111.9381335 33.4206326, -111.9380881 33.4206332)",1,4.21,footway,10,,,,walk,
7011,,1227042351,357,2922,1,"LINESTRING (-111.9381399 33.4211308, -111.9380801 33.4211313)",1,5.55,footway,10,,,,walk,
7012,,1227042351,3032,357,1,"LINESTRING (-111.9382399 33.4211294, -111.9381399 33.4211308)",1,9.28,footway,10,,,,walk,
7013,,1227042352,3651,1683,1,"LINESTRING (-111.9380811 33.4212579, -111.9380821 33.4218073, -111.9380771 33.4218413)",1,64.90,footway,10,,,,bike;walk,
7014,,1227042353,2251,3651,1,"LINESTRING (-111.9380818 33.4212172, -111.9380811 33.4212579)",1,4.53,footway,10,,,,bike;walk,
7015,,1227042353,2923,2251,1,"LINESTRING (-111.9380806 33.4211819, -111.9380818 33.4212172)",1,3.93,footway,10,,,,bike;walk,
7016,,1227044935,1827,3652,1,"LINESTRING (-111.9397791 33.417378, -111.9396595 33.417377)",1,11.10,footway,10,,,,bike;walk,
7017,,1227044936,786,1813,1,"LINESTRING (-111.9396151 33.4173772, -111.9395717 33.4173774)",1,4.03,footway,10,,,,bike;walk,
7018,,1227044936,3652,786,1,"LINESTRING (-111.9396595 33.417377, -111.9396151 33.4173772)",1,4.12,footway,10,,,,bike;walk,
7019,,1227044937,3653,3654,1,"LINESTRING (-111.9379217 33.4156494, -111.9379139 33.4156294, -111.9379141 33.4156084, -111.9379184 33.415598)",1,5.90,footway,10,,,,walk,
7020,,1227044937,3655,3653,1,"LINESTRING (-111.9379817 33.4156841, -111.9379575 33.4156783, -111.9379368 33.4156663, -111.9379217 33.4156494)",1,7.02,footway,10,,,,walk,
7021,,1227044937,3654,3655,1,"LINESTRING (-111.9379184 33.415598, -111.9379224 33.4155885, -111.9379379 33.4155719, -111.937959 33.4155603, -111.9379842 33.4155548, -111.9380102 33.4155566, -111.938034 33.4155655, -111.938053 33.4155804, -111.938065 33.4155998, -111.9380686 33.4156213, -111.9380636 33.4156427, -111.9380504 33.4156614, -111.9380304 33.4156755, -111.9380069 33.4156831, -111.9379817 33.4156841)",1,32.27,footway,10,,,,walk,
7022,,1227044938,3654,867,1,"LINESTRING (-111.9379184 33.415598, -111.9377442 33.415549)",1,17.06,footway,10,,,,walk,
7023,,1227044939,2979,3656,1,"LINESTRING (-111.9373838 33.4160087, -111.9373664 33.416039, -111.9373542 33.4160718, -111.937344 33.4161042, -111.9373159 33.4161284, -111.9372341 33.416144, -111.9371528 33.4161588, -111.9371332 33.4161596, -111.9371309 33.4161393, -111.937101 33.4161365, -111.9370925 33.4161147, -111.9371182 33.4160796, -111.937143 33.4160769)",1,46.86,footway,10,,,,walk,
7024,,1227044939,3655,2979,1,"LINESTRING (-111.9379817 33.4156841, -111.9379131 33.4156969, -111.9378594 33.4157121, -111.9377912 33.4157344, -111.9377314 33.4157625, -111.9376659 33.4158007, -111.9376192 33.4158338, -111.937579 33.4158713, -111.9375183 33.4158935, -111.9374608 33.4159302, -111.9374295 33.4159571, -111.9373926 33.4159985, -111.9373838 33.4160087)",1,67.83,footway,10,,,,walk,
7025,,1227044940,855,3657,1,"LINESTRING (-111.9374358 33.4160391, -111.9374955 33.416074)",1,6.76,footway,10,,,,walk,
7026,,1227044940,2980,855,1,"LINESTRING (-111.9373928 33.4160135, -111.9374358 33.4160391)",1,4.90,footway,10,,,,walk,
7027,,1227044941,3658,3659,1,"LINESTRING (-111.9376428 33.416572, -111.9376765 33.4165976, -111.9377273 33.4166221, -111.9377977 33.4166362, -111.9378616 33.4166373, -111.9379222 33.4166215, -111.9379691 33.4166063, -111.9379926 33.4165932, -111.9380382 33.4166302, -111.9380878 33.4166552, -111.9381419 33.4166808, -111.9381745 33.4166694, -111.9382175 33.4166514, -111.9382592 33.4166237, -111.9382911 33.4165905, -111.9383211 33.4165464, -111.9383713 33.4165181, -111.9384267 33.4164768, -111.9384801 33.4164148, -111.9385186 33.4163468, -111.9385323 33.4162891, -111.9385355 33.4162303, -111.938531 33.4161379, -111.9385082 33.4160775, -111.9384697 33.4160111, -111.9384202 33.4159485, -111.9384088 33.4159403)",1,153.35,footway,10,,,,walk,
7028,,1227044941,3659,3660,1,"LINESTRING (-111.9384088 33.4159403, -111.9383628 33.4159072, -111.9382833 33.4158604, -111.9382233 33.415837, -111.9381458 33.415825, -111.9380923 33.4158212, -111.9380285 33.4158245, -111.9379346 33.4158359)",1,47.85,footway,10,,,,walk,
7029,,1227044941,3660,3661,1,"LINESTRING (-111.9379346 33.4158359, -111.9378642 33.4158593, -111.9377984 33.4158952, -111.9377449 33.4159382, -111.9377156 33.4159643, -111.9376778 33.4160144, -111.9376413 33.4160601, -111.9375911 33.4160911, -111.9375585 33.4160954, -111.9375253 33.4160851)",1,50.04,footway,10,,,,walk,
7030,,1227044941,3661,3657,1,"LINESTRING (-111.9375253 33.4160851, -111.9374955 33.416074)",1,3.03,footway,10,,,,walk,
7031,,1227044941,3657,3662,1,"LINESTRING (-111.9374955 33.416074, -111.9374712 33.4160796, -111.9374497 33.416096, -111.9374438 33.4161166, -111.9374542 33.4161411, -111.9374888 33.4161569, -111.9374854 33.4161762)",1,16.12,footway,10,,,,walk,
7032,,1227044941,3662,3663,1,"LINESTRING (-111.9374854 33.4161762, -111.9374777 33.41622, -111.9374679 33.4162314, -111.9374653 33.4162412, -111.9374738 33.4163043, -111.9374907 33.4163702, -111.9375155 33.4164229, -111.9375513 33.4164779, -111.9375852 33.4165029)",1,39.61,footway,10,,,,walk,
7033,,1227044941,3663,3658,1,"LINESTRING (-111.9375852 33.4165029, -111.9376257 33.4165589, -111.9376428 33.416572)",1,9.43,footway,10,,,,walk,
7034,,1227044942,3659,3664,1,"LINESTRING (-111.9384088 33.4159403, -111.9383534 33.4159789)",1,6.70,footway,10,,,,walk,
7035,,1227044943,3660,3665,1,"LINESTRING (-111.9379346 33.4158359, -111.9379666 33.4158993)",1,7.65,footway,10,,,,walk,
7036,,1227044944,3662,3663,1,"LINESTRING (-111.9374854 33.4161762, -111.9375357 33.4162098, -111.9375655 33.4162568, -111.9376085 33.4162757, -111.9376157 33.4162881, -111.9375843 33.4163273, -111.937571 33.4163683, -111.9375672 33.416413, -111.9375694 33.4164599, -111.9375852 33.4165029)",1,43.10,footway,10,,,,walk,
7037,,1227044945,856,3666,1,"LINESTRING (-111.9373526 33.4162935, -111.9373889 33.4163102, -111.9373751 33.4163632, -111.9373685 33.4164148, -111.9373723 33.4164742, -111.9373806 33.4165263, -111.9374054 33.4165848, -111.9374358 33.4166276, -111.9374621 33.4166584)",1,44.75,footway,10,,,,walk,
7038,,1227044945,3666,3667,1,"LINESTRING (-111.9374621 33.4166584, -111.9374662 33.4166631, -111.9375042 33.4166967)",1,5.78,footway,10,,,,walk,
7039,,1227044945,3667,3668,1,"LINESTRING (-111.9375042 33.4166967, -111.9375467 33.4167257, -111.937552 33.4167288)",1,5.70,footway,10,,,,walk,
7040,,1227044945,3668,852,1,"LINESTRING (-111.937552 33.4167288, -111.9375876 33.4167497, -111.9376152 33.4167658, -111.9376886 33.4167879, -111.9377404 33.4167994, -111.9378056 33.4168068, -111.937858 33.4168013, -111.937916 33.4167925, -111.9379623 33.4167838, -111.9379815 33.4168207)",1,44.74,footway,10,,,,walk,
7041,,1227044946,860,849,1,"LINESTRING (-111.9374837 33.4167875, -111.9375193 33.4167578)",1,4.67,footway,10,,,,bike;walk,
7042,,1227044946,849,3668,1,"LINESTRING (-111.9375193 33.4167578, -111.937552 33.4167288)",1,4.43,footway,10,,,,bike;walk,
7043,,1227044947,847,861,1,"LINESTRING (-111.9374287 33.4166856, -111.9373973 33.4167117)",1,4.11,footway,10,,,,bike;walk,
7044,,1227044947,3666,847,1,"LINESTRING (-111.9374621 33.4166584, -111.9374287 33.4166856)",1,4.33,footway,10,,,,bike;walk,
7045,,1227044948,3667,3669,1,"LINESTRING (-111.9375042 33.4166967, -111.9375738 33.4166349)",1,9.43,footway,10,,,,walk,
7046,,1227044949,3669,3658,1,"LINESTRING (-111.9375738 33.4166349, -111.9376428 33.416572)",1,9.48,footway,10,,,,walk,
7047,,1227050392,735,3670,1,"LINESTRING (-111.9350148 33.4140485, -111.9350141 33.4140036, -111.9350083 33.4136191, -111.935019 33.4135994)",1,50.16,footway,10,,,,walk,
7048,,1227050392,2951,2487,1,"LINESTRING (-111.9350428 33.4145618, -111.9350158 33.4145309, -111.9350181 33.4143053)",1,29.34,footway,10,,,,walk,
7049,,1227050392,3670,3671,1,"LINESTRING (-111.935019 33.4135994, -111.9350513 33.4135904, -111.9369356 33.4135722, -111.9369901 33.4135722, -111.9370117 33.4135806)",1,185.34,footway,10,,,,walk,
7050,,1227050392,3671,736,1,"LINESTRING (-111.9370117 33.4135806, -111.9370193 33.4136018, -111.9370195 33.4140301)",1,50.09,footway,10,,,,walk,
7051,,1227050392,736,3020,1,"LINESTRING (-111.9370195 33.4140301, -111.9370328 33.4145563)",1,58.52,footway,10,,,,walk,
7052,,1227050392,2487,735,1,"LINESTRING (-111.9350181 33.4143053, -111.9350153 33.4140906, -111.9350148 33.4140485)",1,28.56,footway,10,,,,walk,
7053,,1227050393,296,3408,1,"LINESTRING (-111.9370852 33.4145236, -111.937142 33.4144728)",1,7.73,footway,10,,,,walk,
7054,,1227050393,3020,296,1,"LINESTRING (-111.9370328 33.4145563, -111.9370852 33.4145236)",1,6.07,footway,10,,,,walk,
7055,,1227050394,3407,294,1,"LINESTRING (-111.9371386 33.413579, -111.9370704 33.4135796)",1,6.33,footway,10,,,,walk,
7056,,1227050394,228,3407,1,"LINESTRING (-111.9371376 33.4135297, -111.9371386 33.413579)",1,5.48,footway,10,,,,walk,
7057,,1227050394,3413,228,1,"LINESTRING (-111.9371349 33.4134773, -111.9371376 33.4135297)",1,5.83,footway,10,,,,walk,
7058,,1227050394,233,3419,1,"LINESTRING (-111.9370103 33.4135308, -111.9370103 33.4134783)",1,5.84,footway,10,,,,walk,
7059,,1227050394,3671,233,1,"LINESTRING (-111.9370117 33.4135806, -111.9370103 33.4135308)",1,5.54,footway,10,,,,walk,
7060,,1227050394,294,3671,1,"LINESTRING (-111.9370704 33.4135796, -111.9370117 33.4135806)",1,5.45,footway,10,,,,walk,
7061,,1227050833,3415,3672,1,"LINESTRING (-111.9397673 33.4129582, -111.9396359 33.4129578)",1,12.20,footway,10,,,,walk,
7062,,1227050834,2519,3673,1,"LINESTRING (-111.9391442 33.411965, -111.9396425 33.4119604, -111.9396816 33.4119748)",1,50.22,footway,10,,,,walk,
7063,,1227050834,3674,2519,1,"LINESTRING (-111.9380172 33.4119877, -111.9380363 33.4119817, -111.9391442 33.411965)",1,104.74,footway,10,,,,walk,
7064,,1227050834,1156,3674,1,"LINESTRING (-111.9380137 33.4128938, -111.9380036 33.4120006, -111.9380172 33.4119877)",1,101.23,footway,10,,,,walk,
7065,,1227050834,3675,3676,1,"LINESTRING (-111.9396785 33.4128195, -111.9396388 33.4128476)",1,4.83,footway,10,,,,walk,
7066,,1227050834,3676,3677,1,"LINESTRING (-111.9396388 33.4128476, -111.9395654 33.4128559)",1,6.88,footway,10,,,,walk,
7067,,1227050834,3673,3675,1,"LINESTRING (-111.9396816 33.4119748, -111.9396962 33.4119991, -111.9397017 33.4127707, -111.9396785 33.4128195)",1,94.66,footway,10,,,,walk,
7068,,1227050835,3672,1159,1,"LINESTRING (-111.9396359 33.4129578, -111.9396359 33.4129146)",1,4.80,footway,10,,,,walk,
7069,,1227050835,1159,3676,1,"LINESTRING (-111.9396359 33.4129146, -111.9396388 33.4128476)",1,7.45,footway,10,,,,walk,
7070,,1227050836,1141,3675,1,"LINESTRING (-111.9397375 33.4128425, -111.9396785 33.4128195)",1,6.04,footway,10,,,,walk,
7071,,1227050836,3416,1141,1,"LINESTRING (-111.9397662 33.412848, -111.9397375 33.4128425)",1,2.73,footway,10,,,,walk,
7072,,1227050837,3678,3679,1,"LINESTRING (-111.9378801 33.4118916, -111.936941 33.4119087, -111.9350354 33.4119303, -111.9350049 33.4119231)",1,267.02,footway,10,,,,walk,
7073,,1227050837,3679,1137,1,"LINESTRING (-111.9350049 33.4119231, -111.9349987 33.4118986, -111.9349948 33.4110667)",1,95.29,footway,10,,,,walk,
